cid,text,time,author,channel,votes,photo,heart
UgyWEQC5ABbfQpKDUmZ4AaABAg,Bennett is the pyro archon idccc,1 maand geleden,yoypoyo,UCU4TRkXHVDvo3hsJq5cvKzQ,0,https://yt3.ggpht.com/hUwmbXlNSjTtHQ9UnLkWiMwq2iCKXPZLkHtxq93hIwy67xfFs69EsoCBcbE8p_F0u2jMjS8I=s176-c-k-c0x00ffffff-no-rj,0.0
UgwvJI9MfeZUmVQ_MiF4AaABAg,BENNETT MY BOY,1 maand geleden,AllIsFound,UCxtoyUuGokPBt-B66kGGqbg,0,https://yt3.ggpht.com/ytc/AKedOLSJLx5czpJAU6haiXVwy2AxXX-dzIYy2LBQvPYcLw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw2Swz9U4jOdt1eNKx4AaABAg,"Genshin has been pretty much dead nowadays the next patch better should feel more engaging, i mean there should be ton of things to do otherwise players will really gonna leave this game",1 maand geleden,Islam Ansari,UCOXqE7j5s-lK0BkDlARmwxg,1,https://yt3.ggpht.com/ytc/AKedOLSjRrqgDDQR7c2EXZhk5ECBKMolzghK_Oyztu-YAQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgzOR-SwcM8vh7klyh94AaABAg.9UduW2LbnnK9Udv7yjwQmz,Wowww https://youtu.be/FSSFgWlDbJU….,1 maand geleden,virtual Agent,UCQB36HztKW8OvZOvPzD-cSg,0,https://yt3.ggpht.com/ytc/AKedOLSTTDcPaua1lvdcFZ1X5xdwYfqK1ksQN7XnSA=s176-c-k-c0x00ffffff-no-rj,0.0
UgzOR-SwcM8vh7klyh94AaABAg.9UduW2LbnnK9UdySn_rw1N,"Here
https://youtu.be/_RbDC9EPtQc
yo...",1 maand geleden,Gепshlп Iмраст 🅥,UC6lvRFV5rsztqzhTB9iV06w,0,https://yt3.ggpht.com/8KQJQJplpA_fnvzfxZ4uu9etMRKEIOdcl7hGKizrYAAnrh83GQhPnl97kSQzNKi_AOomqdjjcw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwKNi_rwPVBXigPEh14AaABAg.9UduU9MywmS9Udv6YINQ0Y,Wowww https://youtu.be/FSSFgWlDbJU….,1 maand geleden,virtual Agent,UCQB36HztKW8OvZOvPzD-cSg,0,https://yt3.ggpht.com/ytc/AKedOLSTTDcPaua1lvdcFZ1X5xdwYfqK1ksQN7XnSA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwI-ZkmpzIQ6Ra71Px4AaABAg,This game is gonna drain me and I REGRET NOTHING,1 maand geleden,Power csm,UCKfFokF52UUqJfAwKXBNXsg,0,https://yt3.ggpht.com/OWETQSPGuaL7XSzRgNIUWgGuLB0nIzSVr747fR31DVlJy50lLBtf56FEMKDYYk5dhPw_PKKhrQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw34Zc7ApCJM3k_H914AaABAg,Dose Albedo become Devil ?,1 maand geleden,Aloloha,UCpJVAsz5-dGiiCnSgPkvQLw,0,https://yt3.ggpht.com/9RLXpGV-92JFHgovGuOUQE-XQBRJCFbmmWDb9c1U9irogAfBxwpHaPxMzMIXh7IiO3gnUGAiWw=s176-c-k-c0x00ffffff-no-rj,0.0
UgxpoK9FE9tp75DqF6Z4AaABAg,OMGGG YES 😍😍😍,1 maand geleden,•†Dxluc†•,UCotRNE_e61oq5IR2YO3vk6w,0,https://yt3.ggpht.com/F527_yp2S498G41XRohDeNkRzmtfVOkpZEszwV4Jy8mLYYwNhqMZLitzM0Lr4lwW8WNhyE3a2Q=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwu-X8na2wBE3FLjRh4AaABAg,Albedo just did unlimited blade works 🤣,1 maand geleden,White Fang,UCv3AUu4qxn2tsEPPpDVUNGQ,0,https://yt3.ggpht.com/ytc/AKedOLTni1UHFWPACxR6asQ4cO7bYRFU2nhNnqvKOpDzfA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxCzibb0IX9wbBgBjJ4AaABAg,"Can't wait to Fight Albedo with Albedo.
I'm hoping that this isn't the point which everyone was talking that Genshin will get more dark.",1 maand geleden,т. р. s.,UChwCW2nDTRTlRpLJNf3f1cg,1,https://yt3.ggpht.com/_4ExhJ5pKt6aiaxQCrzAfXXnpr5vKneoAwL7XIHvT3z584KXbsjFH6V-cgBCJL_11TeBGuy0=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzv3Z5lRcr_DVbCcm94AaABAg,GEO SUPREMACY!!!!!,1 maand geleden,Shaziqa Muzam,UC1JQh_bOw2a00jR88CQ4JXg,0,https://yt3.ggpht.com/uqeff7vBPvhCQowlE_oD2gkI6FLwXCcESnljkcGblRr-vl0DgIPhMG06GbwIfK7C8-e4R9HmI2I=s176-c-k-c0x00ffffff-no-rj,0.0
UgznRWxwwkJdMOaf4q94AaABAg,Bennett looks so cool here,1 maand geleden,okioko kei,UCnbDL7WRRVQ1oADHeSDRQOA,0,https://yt3.ggpht.com/EMdPwjMGXORWLdfxvQS9UHWP5Lu1q-dabTtMh17EQ9b3gH4b2l8M7O5EApCdgBykgMaCofSzHQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgwBXpC1jTIjvkuKXqt4AaABAg,Itto wouldn't be Itto if it wasn't boiled!,1 maand geleden,Blackstaff,UCgPN-HmFDnM-WcmK5jpKPPA,0,https://yt3.ggpht.com/ytc/AKedOLQNm3Qq5smFFoC_MY0qa7gKQUBMMyN3VOE4EWiN=s176-c-k-c0x00ffffff-no-rj,0.0
UgwBDoJbmESIgQtKiKt4AaABAg,Dang Albedo vs Eula might be awesome,1 maand geleden,Lethereal CS,UC48bP5A6g61vzDRRsiuYlMg,0,https://yt3.ggpht.com/ytc/AKedOLSOdmIcc7JYXkF2CyRwV1DTP4Q06GfapFNiDU3t=s176-c-k-c0x00ffffff-no-rj,0.0
UgxsbiWTlOx4uKBgIJx4AaABAg,Proposition for mihoyo to create a dragonspine themed teapot realm,1 maand geleden,R,UCE77MSUysbd4HKYwwcXlihg,0,https://yt3.ggpht.com/ytc/AKedOLRPkIfkOb8idz1AVe_3F95YnRnbn_6xTPexGoyE3Nw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwXjhit1kF5GDbWCHp4AaABAg,"2:10 wait who are u?
Elsa?



No eula!


Also dragonspine flashback",1 maand geleden,the secret,UCY-lGDzzsx6d2XCqCnID-XA,1,https://yt3.ggpht.com/ytc/AKedOLT5JUj4oaVClxSrAyvTShX68qyu3IQLMiPxUg=s176-c-k-c0x00ffffff-no-rj,0.0
UgzsZO5j6xa5osEKgvp4AaABAg,Hmmm why is bennet and eula fighting vs albedo im so hype of the story behind the trailer,1 maand geleden,381ER,UCCnuLeQXAOB32iIZsd-SEsw,0,https://yt3.ggpht.com/ytc/AKedOLT5lgvVv7SNVEhI818KUFbadJzRK1ly5c9CERnX=s176-c-k-c0x00ffffff-no-rj,0.0
UgzUB8acpwNGhbHMhrF4AaABAg,NOOO ALBEDO 😭,1 maand geleden,Yin,UCOQ2gk3JfWK0n6BmpwdUWfQ,0,https://yt3.ggpht.com/Flk9_CwrgWVefeyHA5ZQRXjNAqe8X7emdCE9uwo006UIfdC4ZbE-pMDDygirnA9KCiX07up750M=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzr6L2Azogbs26BcuV4AaABAg,"For those asking cory yee not only voices gorou, but he also voices draff and abyss lector. Talk about range!",1 maand geleden,S Q,UCdOIEiHgqtuhETmX5L0wkRQ,0,https://yt3.ggpht.com/ytc/AKedOLTOzyILo-2HxhVH_0PDRFZYbucFvPaPZJ-h9jKDHw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw4RHSWrAaoF68VpRh4AaABAg,ALBEDO SLAY????,1 maand geleden,Ally R,UCFRRAF3NaoiEogIQUEk2LJA,0,https://yt3.ggpht.com/fzzfwqqbFjCTOYUe3JXJjIgzjCYpaWMyfNGoAUAcOgpAgcH_ftsnHuTl9QWdo4V6i3-u88RIdg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw9zG0FBOeKdck9Ej14AaABAg,"how is the new event both
super mysterious plot and building snowmans with amber",1 maand geleden,Человек Калитка,UC4G-XzNFAtCVzX3Q5Cd5cjw,0,https://yt3.ggpht.com/ytc/AKedOLSAiRqD9c_QzzzSrXCajxjAkaJq9nYHMksV_c_7NQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgxsFG09qfpuon7Ogex4AaABAg,Sheesh. BENNETT ADVENTURE TEAM LET'S GOOOOO!!!,1 maand geleden,Rin Hanakozaki,UC0eeF6z1geILkDMMLVvD4ug,0,https://yt3.ggpht.com/0AcXZv0HKQaltCpz-UkgQ3hq-lg4Ej_Fi0vVQ5D-K6Om5V31mSquQ_JSejdf2RIMSCmTb4Hq=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy0F-8m2qe4IaXrBYl4AaABAg,CONYO ITTO SUPREMACY,1 maand geleden,reij,UCnHHhGA6twoDsytWC74Bc8g,0,https://yt3.ggpht.com/ytc/AKedOLSapTmzagIRNC5a5_NVEJ9H2WP6vcHXpKKPbxlYSQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx5bb-FvCwfOKiGUdV4AaABAg,A moment of silence for Benny boy's epic entrance with his epic flaming sword,1 maand geleden,FPZP,UCP8o63u7qezb-lXta00xXgQ,15,https://yt3.ggpht.com/iYLgIqmnD5oSqwMSzh4AsO8HvaJlfcUJvGeq099oLcpsMPpnZjUPWGX_nhc3cqmErCZveZJ-vA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwtYhqCabFWzuO8RFF4AaABAg,Maybe that evil Albedo is just a doppelgänger or a copy created by albedo who lost control??,1 maand geleden,Marco,UCSKokjA7l4HYsw63NKFOLqg,0,https://yt3.ggpht.com/ytc/AKedOLRhSwL36aMnczXwB7sVC2ORfEokdumQAEDYUi42=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx5bb-FvCwfOKiGUdV4AaABAg.9UduMymUmZ59UduZAKqXdh,https://youtu.be/aFEXuvyLNB8,1 maand geleden,Resik Chanel,UCl2CMhtSFawV2QSPQk4mVDg,0,https://yt3.ggpht.com/-4ecJ8dBlxykKVVRiq5ze3f1b2pvR7XNxC2sbAn9H0l0sS7szLune7KACoYacYs2TSEjzqNi=s176-c-k-c0x00ffffff-no-rj,0.0
UgwrhxMHAmBZnYsupfh4AaABAg,"lemme just

1:43 is my motivator to farm",1 maand geleden (bewerkt),chalk,UC8xx2zOwG1Wtwo5MGHA7GZQ,0,https://yt3.ggpht.com/Vh2Cq7m7RJC5e8ljNW1FQzcKhIlgmrYIGeUvwMbBFyZNXJUl6OAFJITdDRmmOWGds4dxb8kCS2c=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy3kt3IKWNhiXQs0914AaABAg,Looks so good the new upgrade !,1 maand geleden,Amaru Pro Games,UCPvvWNWYCOLk6-2VB28fNrw,0,https://yt3.ggpht.com/mlZm1JMe5WEgzso7gABVJYUQIM3tt3SNG67XeRPPpN6sMscK42JlTI1OByGbBszMz-fC6J-C=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx0gzcIz4W2VW2uli54AaABAg,"I like how Gorou in this trailer said better military tactics than Kokomi (aka our ""mastermind"") in her own trailer.

(or at least, he still said meaningless stuffs about ""doing the strategy"" instead of the actually the strategy, but volumes better, nonetheless)",1 maand geleden,Tdust6,UClVMZEcvlGY4jSBagPwKvfw,0,https://yt3.ggpht.com/ytc/AKedOLRHvG5oXtxtgmHGB6FOtoUXneUBUNE3A91OMKYKOw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugxl247Rwcj70B9vmlp4AaABAg,https://youtu.be/aFEXuvyLNB8,1 maand geleden,Resik Chanel,UCl2CMhtSFawV2QSPQk4mVDg,0,https://yt3.ggpht.com/-4ecJ8dBlxykKVVRiq5ze3f1b2pvR7XNxC2sbAn9H0l0sS7szLune7KACoYacYs2TSEjzqNi=s176-c-k-c0x00ffffff-no-rj,0.0
UgxSXk7TL1borfBPrvp4AaABAg,If you are going to feature albedo so many times make the boys hair more fluffy T-T,1 maand geleden (bewerkt),OtherX,UCow4MVcXAItCvldlNGMBw5g,1,https://yt3.ggpht.com/ExgVDsAhmaTMM5S9qgNlQUh5OZQlNLjU-D95fkzdMpaqd52jxpVYGgv8_JqinTsyrj_WEzJGDQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgyFxt5u6LBZJuw2Uw54AaABAg,ALBEDOOOO,1 maand geleden,Jihan Farahah,UCvsDhzWtId4ZMU7Urc5wImQ,0,https://yt3.ggpht.com/ytc/AKedOLQOiRr-LArDNIDmdfmnCu-2oOqh3ve1bSam8xUyHQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgzA92YRtdtF_z4CI294AaABAg,Im sorry but eng gorou sounds like such a wussy prebubecent 11 year old,1 maand geleden,Lina,UCpIdvY4egc2FvxoBiQDlSYQ,0,https://yt3.ggpht.com/ytc/AKedOLRcVdEqqMwKua0WNfk3oReA7NStSJkkwvtMbTIr=s176-c-k-c0x00ffffff-no-rj,0.0
UgywXR3510PLbuLYsY14AaABAg,Timmie: Do you wanna build a snowman? 🎵🎶,1 maand geleden,Kazari,UCwwZoCZSn84XkoxcgPkiAhg,2,https://yt3.ggpht.com/ytc/AKedOLSn_A4qkryJ3Be95xi0Q820blRW5D-7zJ3eHOTANg=s176-c-k-c0x00ffffff-no-rj,0.0
UgzRDHKUcH6MU4ZNSfx4AaABAg,"Over a year and still can't use English dub because of Paimon's beyond annoying voice.
Sadge.",1 maand geleden,Moonbird - 月の鳥,UCfzddD-d-ktEfN-uWPnrSeQ,0,https://yt3.ggpht.com/ytc/AKedOLSD6lt62rNfPHqx9P9SSlcIVFMkjG8X8eUscS01=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz2jv0b6LtaUlRxpOJ4AaABAg,"ALBEDO?!?!?!?! Whatever it is he's doing, you're doing great, sweetie.
The wait is almost over! Albedo wanters shall become Albedo havers!",1 maand geleden,Yeng Ma,UCYj50Cm0KEHMwg1vZDs2gZw,0,https://yt3.ggpht.com/ytc/AKedOLSxvofYJOTllVUDH2OOXZIZKW9HgbzDpcHfdQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgxoiwaCfL_1ijjfhMV4AaABAg,Benny boy naruto runs,1 maand geleden,Güney Hayirli,UCH9H9oq7UPXVXeI1aj9vjEg,0,https://yt3.ggpht.com/ytc/AKedOLT3mjM_9hgdr_rdWoxDNrqm_mwnM-mVw_BCBdgQ1g=s176-c-k-c0x00ffffff-no-rj,0.0
UgyQEf3xj5lQ0_JorZx4AaABAg,Ayo eula rerun???????,1 maand geleden,BACON JoJo,UCioMHtqeQyU9dB0ROSBJBnQ,0,https://yt3.ggpht.com/ytc/AKedOLS_a7Dv9Kc_Oo-zVPfrvlJrKQLO3WpB0DCI8BWJeA=s176-c-k-c0x00ffffff-no-rj,0.0
UgyWB7LXWz6FdtxCJwB4AaABAg,Evil albedo cominggg,1 maand geleden,Cozy Bunny,UCtaF0Z5paQjkgTJgtO-xNsw,0,https://yt3.ggpht.com/74APbb87BRjjDp5xBcDAhFUeF6ZcJ8oEpSZrO02hCipUwoUaQj8EM7s6ZVrfMLhnTKlPEcae=s176-c-k-c0x00ffffff-no-rj,0.0
UgypTFGc8auNdVkJVqp4AaABAg,Evil-Bedo?????,1 maand geleden,EcavE,UCBUB8804wgmobyzjEVT1xTA,1,https://yt3.ggpht.com/ytc/AKedOLT0CmkNl1AOQPnF7AWUQEu-YiBDRiGXTaYJwKq0Eg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx99LJcyjtCS6YQugZ4AaABAg,chills omg oh lord,1 maand geleden,Mehdi Chafai,UCIWh9ZXXosbU5OCyr1xJ9ZQ,0,https://yt3.ggpht.com/ytc/AKedOLRNDFVgrGhgZ8s4vJc7m8Wj4s5JvPs4gVmQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgyE_bLgTz6AneSlk9p4AaABAg,AMBERRRRRRRRRRR,1 maand geleden,Shanyan _,UCw7OxB6WWOCWadMvPSnWrJA,0,https://yt3.ggpht.com/ytc/AKedOLQTQq8t4ZLiBLYUk4kPiSq87zIOnc07FeIXTVpcaw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy55-OLbCuPo4fdSAF4AaABAg,wait it should be 2.3 right?,1 maand geleden,Naufal Muhamnad,UCnodgz-xA3jkTWQgWjO6SSA,0,https://yt3.ggpht.com/ytc/AKedOLQBnIjZqrcLfk0XtJjIlklML5hcmDw10JiBCQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzq-jWaSaVXH6iv8494AaABAg,"Everyone: Wow! new version looks great!
Me: Remebers dying a lot in Sheer Cold
ರ_ರ",1 maand geleden,Rafael Escandor,UCoDB-NlGVyj3h4-htfS_Cqg,0,https://yt3.ggpht.com/ytc/AKedOLTV8NTzxxqhUezqLuwVjHG0K1UaYUCrCAzCp7eE=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy3M0bjGvKe2WLsrZJ4AaABAg,EULA MY BELOVED,1 maand geleden,Whiskered Shrimp,UCb4aDYYUUdfca98nKal0ldg,0,https://yt3.ggpht.com/ytc/AKedOLRkrJ1PHzItpZiXTZP6d5PFuwAXuAGw-43ZML1H=s176-c-k-c0x00ffffff-no-rj,0.0
UgxkRtreJ5pnJxdYHn14AaABAg,"itto's voice isn't what i expected, but it fits somehow? overall i'm really excited for this update!",1 maand geleden,apollo,UCaxGtn7siAvBsYy3PsazddA,14,https://yt3.ggpht.com/vvDHMULbZeap_0s5g31LjGaizI6kyDysUB-HZGgeQbi5j6__kAktc3_zXyDoALsyuVPRC3kw9rI=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzq-jWaSaVXH6iv8494AaABAg.9UduJ6-heYJ9Udu_FgY_Bs,https://youtu.be/aFEXuvyLNB8,1 maand geleden,Resik Chanel,UCl2CMhtSFawV2QSPQk4mVDg,0,https://yt3.ggpht.com/-4ecJ8dBlxykKVVRiq5ze3f1b2pvR7XNxC2sbAn9H0l0sS7szLune7KACoYacYs2TSEjzqNi=s176-c-k-c0x00ffffff-no-rj,0.0
UgxRJOk45xw99IQza1V4AaABAg,"I HAVE MY JOB
PLEASE DON'T MAKE THIS MY SECOND JOB. EVENT WITH EVENT ON EVENT FOR EVENT
I DON'T HAVE ENOUGH TIME FOR ALL OF THIS. 
I mean i skipped most of labyrinth, then they make tsurumi thing(i stopped on 2nd, cause i have no time for 3rd), and fish browser thing, then gardening.
ARGGGHH",1 maand geleden,Zlata Frühling,UCCou3LuKasQM8I7_o8uOppw,0,https://yt3.ggpht.com/ytc/AKedOLR5LFtBi2RC7jnRBvIZeuFDm0jw3ZldsvmLvgYA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugxc41fZZJPNiJtp7eR4AaABAg,C7 bennet: fantastic voyage active with elemental skil,1 maand geleden,Revi,UCBc-mzA5Qypxzo_XtRmM0RA,0,https://yt3.ggpht.com/ytc/AKedOLQXt3E6fchzjfuw2zwuQCqlcH1Mue_gJuXicdhPwA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwsmyzsbLN8qM8ZJGd4AaABAg,HELL YEAH,1 maand geleden,Jaidin,UCmf1sDLyRCLiX1oEzwV9N0g,0,https://yt3.ggpht.com/lENK3AOrbRTqK3RWcBMNOuhMBDKdgUCkXGg1RvhEUAc2q_jEmRt8A-HgR6I-ZK2rPh3RoxN0Ww=s176-c-k-c0x00ffffff-no-rj,0.0
UgwDSN5xHo9Uk9-7jeJ4AaABAg,Benny?! BENNY!!!,1 maand geleden,D.ZMTan,UCTu5mkcbvppypCcPPYaKLcg,0,https://yt3.ggpht.com/ytc/AKedOLQOeEGQ7FluDTwdCdIcODIF-g47RTTFFfAvO8w__w=s176-c-k-c0x00ffffff-no-rj,0.0
UgwgGBP0aYjGPBIrBdp4AaABAg,"Im sorry, BENNETT!? THE PYRO ARCHON WILL BE FEATURED!?",1 maand geleden,Min Shooky,UCCZZk0L9gYeTOxEFkioiT9A,0,https://yt3.ggpht.com/ytc/AKedOLSlkKgGoKC8HEnC-pp9qqDh5xvFHenjM4zQcQKq=s176-c-k-c0x00ffffff-no-rj,0.0
UgyKRPQJ2TkWwrS-XQ14AaABAg,"Didn‘t expect such a high voice register for arataki itto, more like a raspy mischievous dark voice",1 maand geleden (bewerkt),Citrus Leaf,UCzx-z9CuwCOKciW4qRJIj7A,0,https://yt3.ggpht.com/ytc/AKedOLTzffyU5OCBYaNAhwAfXQNxGe78-GjuG7dJYpbNVQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwam7LfW4OwIwg_Bop4AaABAg,why tf is timmie in dragonspine,1 maand geleden,Genshin User number 69,UC-MUAmSusrmR-7Uqvyrni0w,0,https://yt3.ggpht.com/HYt7Xj3VhJs8L_bhLjMu_WTmydfB8vT21o1maaUEo3Pl0I_UpORIgVvJDQEgcAj_db9-Xphpgg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw4EKb4JSKa-Av1njV4AaABAg,Re-run de Eula?,1 maand geleden,Yacha,UC4dli6nhhz5Vbzf8ggYWipw,0,https://yt3.ggpht.com/gPcFPKRjrmwopPZRYUK-VilTsQ-I4NRFzJjKgo9F1ZLFFLlw8XPje-iIiNGxujWn8qg_yRbhkE8=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzhoe5udeLAjop6Foh4AaABAg,Albedo villain arc lezzgoooo!!!!!,1 maand geleden,sykkie,UCyb8TkorJaH04Fc9ttFj6GA,0,https://yt3.ggpht.com/7BmvuvpX_DETpjuiZ4lOBXKwafVkpA8KZdUGduPaa865mBHo-X_U_n9cZTwUKXR6ytOiAjMEJw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwYzD2zNpF-pMCvXKt4AaABAg,am i the only 1 skipping their banner,1 maand geleden,M. Pasya Nur Fauzan,UCWbCeiAAZqQ95C5Pd-fyzkg,0,https://yt3.ggpht.com/ytc/AKedOLRufLOPEoEKuWfoVXy7F5RghU7tD3-kNPFA0UtH=s176-c-k-c0x00ffffff-no-rj,0.0
UgxDpXXDaZ6KBvPqDDh4AaABAg,Cryo albedo,1 maand geleden,Paulo V,UCFAP6wveZwW5yUPM53iCZfw,0,https://yt3.ggpht.com/ytc/AKedOLQPLkZuWyrJuVVfVXKY7IQnEMv0Az6XMvG1cidHtQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgwITrcsOlj5Z5cnpU94AaABAg,I love gorou voice 🥰,1 maand geleden,Chinobi Ar,UCbzQPsqHr3NveZWKNxgFoQg,0,https://yt3.ggpht.com/USTRdSgh1wjc79XzyOWk7plY5fTHfIl8FGBj03LfptiONfuyLegEp4XX_AcHGDsp2WhoveA3=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz9jzc8kIRyf-RmI8l4AaABAg,Albedodoodododododododododo,1 maand geleden,Donut,UCq5njW5Mo4U_srGWUwqQD5A,0,https://yt3.ggpht.com/fM8MMGJU37jRHkerEI0ukWonasRV2tq8plS4eZffYVzubfY2HdbVZ2qV4HeSdtEXWGBF2XdC=s176-c-k-c0x00ffffff-no-rj,0.0
UgwutshPNtducWcTCZ94AaABAg,ITTO WILL BE MINE!!!!!,1 maand geleden,hornyhandyman,UCKY1qrpe17GT93MLPtwwpSA,0,https://yt3.ggpht.com/CeqNVURvQ9rJQclmeyEqDzrjoVFH2X17vIWFb6e1N4Gg2IWJYemv2KChz_KmkqAyWUxpVfkB=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw4D8FbT6P1DAABZuF4AaABAg,MAY ALL ALBEDO WANTERS BE ALBEDO HAVERS,1 maand geleden,Azzy Azhar,UC1RZSKkYWkXZZem6dE1ME2Q,0,https://yt3.ggpht.com/ytc/AKedOLSN_VjMSgceCt-2rlhTDM5pvV_KSe3UwAvwkxgC=s176-c-k-c0x00ffffff-no-rj,0.0
UgxDj-QfXfYOjFvbalp4AaABAg,"K but Bennett became more strong im now scared of him




















He should be my sub DPS then :>",1 maand geleden,Charise Caramancion,UCKJq_ZKsz2BKvvZy5xahyqw,0,https://yt3.ggpht.com/ytc/AKedOLSdXZX3EfrIR2vpvLGY-Fhb0fk2Nb2meNpGqmnnyhY=s176-c-k-c0x00ffffff-no-rj,0.0
UgxQJpnrOIWRDnV4cnh4AaABAg,ITS HERE,1 maand geleden,kinochi,UCduWw_WZf4ayNLcvM25j5jA,0,https://yt3.ggpht.com/Ovqn8egfNffXiido3wzBxFZuJQFhv3cSNXcgZkRXTcKLFokIZkVNesUnH7P0NUjFdtrK7vmcwA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxtpstNIB2GaSQcj-N4AaABAg,ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI ITTO ARATAKI,1 maand geleden,ainasezuri,UCjUzDF2cMSUABMxLP-02wcg,0,https://yt3.ggpht.com/wA73qCnqBM4L2zpZksugqejkqlrNAGyPf_sWD_WrW1mciSh_uOT9GhG4aQY7CNGQkir4EcbJKw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx2ias6kKgxpEk4hJt4AaABAg,Holy sh- they’re attractive. The aura of the demon boy is hella intense,1 maand geleden,Anastasia Jinjolia,UCkGzRVXvZTlBDAogTdbhBuw,17,https://yt3.ggpht.com/ytc/AKedOLQuT2y00-8FopOQbejooVMUWtgCC2U-RAfsT69Gr1M=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw_BhyZKNiJ0Qj9m2l4AaABAg,EULA <333,1 maand geleden,yoypoyo,UCU4TRkXHVDvo3hsJq5cvKzQ,0,https://yt3.ggpht.com/hUwmbXlNSjTtHQ9UnLkWiMwq2iCKXPZLkHtxq93hIwy67xfFs69EsoCBcbE8p_F0u2jMjS8I=s176-c-k-c0x00ffffff-no-rj,0.0
UgxDj-QfXfYOjFvbalp4AaABAg.9UduE3KMlGk9UdvMq4m1Jo,Wowww https://youtu.be/FSSFgWlDbJU….,1 maand geleden,virtual Agent,UCQB36HztKW8OvZOvPzD-cSg,0,https://yt3.ggpht.com/ytc/AKedOLSTTDcPaua1lvdcFZ1X5xdwYfqK1ksQN7XnSA=s176-c-k-c0x00ffffff-no-rj,0.0
UgzpN6m7h-LKVmx9GhV4AaABAg,Bennett’s attack buff with that sword…,1 maand geleden (bewerkt),Fyronado,UCL2MGjTbzRxdnRRtsfwbqMA,0,https://yt3.ggpht.com/ytc/AKedOLSI8Ii9JA-BtMAxcvolTd9Zl9MMsm4udnUtWY2Zl0YcqPqasusdF1y23IioICqI=s176-c-k-c0x00ffffff-no-rj,0.0
UgxcXyxL26KXO-wusfR4AaABAg,albedo uses cryo?,1 maand geleden,goku,UCxaB7KNFMUfREPHUev7WSqw,0,https://yt3.ggpht.com/ytc/AKedOLQuhznbcbrVSJ0eDgHPpROJREfRJi4cteSemeWK644AwzObq2TYa9x3onGIFtFW=s176-c-k-c0x00ffffff-no-rj,0.0
