cid,text,time,author,channel,votes,photo,heart
Ugy3XMKATPSqfxcUHAp4AaABAg,woah :o,1 maand geleden,man,UCyaePaX_49lTsaqt0GZ-VfA,0,https://yt3.ggpht.com/Ehw0FnrLqZ9CYB-OIdKSODePZku4Vhi_87mXfxs4pIW0XExqoh_cm3GYLwBUNNz85udygIKDr7Q=s176-c-k-c0x00ffffff-no-rj,0.0
UgzQd09BZt9ZHDTyoXJ4AaABAg,Give me primos mihoyo,1 maand geleden,Uyu Rondal,UCQNKv_7QVlOFxgfDkw-NbUQ,1,https://yt3.ggpht.com/IaWy23IvMnQMC6lHO3KtF1Fn_uXEvXv-iSh6_H-FoAURYQHUOSrsi1ObSzBRfF9vIPS-rrLPOw=s176-c-k-c0x00ffffff-no-rj,0.0
UgzDD2KL_KOuqnRdMjh4AaABAg,Bennet in an avalanche? I'm not surprised,1 maand geleden,tu vecino,UCAuubA1hOjdvBZfVHXnEDxg,0,https://yt3.ggpht.com/ytc/AKedOLQZug-wXSldFRiKyBZxHebw3yAGbgq7vJcwR_67-7E=s176-c-k-c0x00ffffff-no-rj,0.0
UgxRJX8Kd_wm6Q4fxk14AaABAg,"For the record: I am not a Bible scholar, and have no formal training in any way. In fact, I am a High School dropout and have never taken a college course or any theology classes. I’ve never read a ‘Commentary’ on any Scripture, I can’t read Hebrew, Greek or any language other than English.

I say all that to say this: If you glean anything from what I'm about to say you need to know it is from the Living God. Not me. The confidence I have in His word comes from Him. The faith that I have in His ability to transform and redeem lives comes from Him and from personal experience. The knowledge I have of the Living God (the God of the Bible) comes from knowing Him and His inspired word, and my understanding of it comes from the indwelling of His Holy Spirit. I do not proclaim to know all that there is to know about the Lord, but what I do know I am grateful to have the opportunity to share with you. The Lord gave me LIFE when I was living in the deepest darkness…with no hope…or a future… and I am here because I was not alone in that darkness and I want YOU to know the God that saves. [If you don’t already] . And If you do, then I pray you will join me in my quest to bring God’s glorious light into the darkness that is consuming our world. Not for my sake…but for the sake of those who are still lost. Join me in crying, “Come to the cross of Jesus! He is MIGHTY TO SAVE!”

You need to know that there is irrefutable evidence that God’s word was written by One who knows the end from the beginning, so don’t believe the lie that all believers in Him have a ‘blind’ faith that is based on ‘feelings’, and nothing more. Many of us came to Christ with blind faith [with little to no knowledge of God], but if we’re growing in our relationship with Him and the knowledge of His word we will grow into a mature Christian that cannot be swayed by false teachers, mockers, or staunch unbelievers, for how can we deny one we KNOW? And how can we not defend the One who has redeemed us, transformed us, and given us eternal life?

I am not still following Christ with blind faith…but am, rather, walking towards heaven with my eyes wide open…confident in the God I serve……………and I just want to make my Heavenly Father proud.

.",1 maand geleden,ResidentArtist0,UCS2uAHxvgFuYHlDhgAh2qEw,0,https://yt3.ggpht.com/ytc/AKedOLT1xXScOqPQt18uwIsBxtfU4uqYaj7ryk4CzMcrW5XgM_qYjImXAPqaaJIKNKzU=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg,"Eula: ""Albedo, what the devil do you think you were doing?""

Shows Cryo and Pyro elemet 

Albedo: ""I'm the new La Signora.""",1 maand geleden,Fafnir Dragonesca,UCWRxQ4MzWsfhk0wSwzXT2nA,"2,6K",https://yt3.ggpht.com/ytc/AKedOLSjVD4rR3JGzJtT6nMm4NaVNwbrFuZFJvIp4g=s176-c-k-c0x00ffffff-no-rj,0.0
UgxyXaK475mw7wR_6_l4AaABAg.9UgX8KJb2sk9UgXDxfdljE,LMAO🤣,1 maand geleden,Addict of Animation,UCEF-sCpNUDXWtzqdwunWzjg,0,https://yt3.ggpht.com/ytc/AKedOLSs9tjBzSrql9KdS5AUxBBP-5ysu0bHFGsuZs8b=s176-c-k-c0x00ffffff-no-rj,0.0
UgxRJX8Kd_wm6Q4fxk14AaABAg.9UgUDTdBg5L9UgUeMPQAHE,"The word of God says that we have all sinned. All of us. And sins penalty is death. The good news of the Bible is that God loves us so much He didn’t want us to have to pay the penalty for our sins so He paid the penalty for us! He literally died for us…so we wouldn’t have to! And because he’s God he rose from the dead to prove that He was who He told everyone He was…and, [His word tells us] to prove that He was successful in doing what He came to do. To pay the penalty of our sin in full.

So does that mean that everyone gets to go to heaven now? No. Everyone could….but everyone won’t. Because not everyone is grateful that Jesus died for them. And some people don’t even feel guilty for their sin. They like sinning. And for that reason they will reject Jesus. Some people just don’t believe in Jesus. Some are so crazy they don’t even believe He ever even existed, even though there’s irrefutable evidence and proof that He did. And others think they’re pretty good people…and think they can earn their way to heaven because of that goodness. The problem is they’re comparing themselves to other people. People who are worse than them of course. And we don’t get to go to heaven because we’re “better than our neighbors.” No sin can enter heaven. None. Period. And bottom line is only those who have repented of their sins…asked Jesus to forgive them for their sins…believed that He died for their sins…and asked Him to save them…will go to heaven. God made heaven. It belongs to Him. And He is the One who gets to decide who can go there, and who can’t. He has made a way for all of us to be able to go to heaven…but many people are so arrogant they think they can do it “there way” and still get there. :( They’re wrong.

To repent means to not only admit you have sinned…but to be truly sorry in your heart for sinning as well. [Not sorry because you got caught…but sorry that you ever did it…there’s a big difference.] Repentance is the key ingredient to salvation that many people overlook. They think they can just pray a prayer…like it’s magic or something…and be saved. But that is not the case. Repentance is a requirement because God only forgives those who are sincerely sorry for what they have done. Just saying “I’m sorry” is not good enough…it’s all about what’s in our hearts.

Think of it this way. Do you have any siblings? Or cousins? Or someone in your life that’s done something to hurt you…that then had your mom or dad or someone tell them to apologize to you for what they did? And then they looked at you and said, “Sorry,” in such a way that it was obvious they were not sorry and were only saying “sorry” because someone in authority over them was making them do it? That is the opposite of “repentance.” It’s only words. It meant nothing because they didn’t mean it and they wouldn’t have even said it if they hadn’t been made to. Now, if you can tell the difference between when someone is truly sorry, and when they’re just saying “words” how much more can God…who knows everything! Our every thought! Our every deed! If we’re not truly sorry…we will not be forgiven. But, if we are truly sorry…and we ask Him to forgive us…He will do it! Immediately. And when we do that…and we believe that He paid the penalty for that sin…and all of our sin…and ask Him to save us…He will do it. Immediately. It’s all about what’s in our heart. Being sincere.

And, if you don’t know Jesus yet, then today you can ask Him to forgive you for your sins…[but only if you mean it]…and you can repent of them…tell Him you don’t want to keep sinning and you need His help to change…and put your faith in what Jesus did for you on the cross…paying your sin debt in full. The choice is yours, the Lord has given you a free will…and He loves you so very much. But He will never force you to love Him in return.

We are, right now, very late in the Biblical “end days”…and the return of Christ for his church prior to the start of the tribulation that will follow is “at the door,” so I hope you’ll consider what God’s word has to say about the days we’re living in and those that are soon coming, because although people can still place their faith in Christ after the rapture they will then lose their lives as a result of their newfound faith as the Antichrist will have no tolerance for those who choose Christ over him. Only 1/3 of those who enter the tribulation will still be alive at the end of those 7 years. The horror of it is, quite simply, incomprehensible. :( If you don’t yet know Christ…please…please don’t wait. Today is the day of salvation. Jesus desires for all to be saved…for none to perish, and we know from His word that is why He has tarried in these end days before coming! But…He will come…soon…because He is the God of His word…and if He said it…He must bring it to pass.

If you’re interested in knowing what’s going on I can tell you with 100% certainty what is happening in our world. Why it’s happening. And what’s coming next.

You see, 2000 years ago [and more] we were told by Daniel, Ezekiel, Isaiah, Matthew, Luke, John, Paul, and Peter among others [inspired by God], what would happen in “our” generation! The “end day” generation…

Why our generation? Because…for reasons only God knows…He himself predetermined that He would fulfill His “end day” prophecies during our lifetime. And so, as He inspired those who loved and served Him to write His word He gave us precise signs and “prophecies” that would be fulfilled in our generation, so that, we would “know that He is God.” In fact, the word of God prophesied a great many details about the days we’re living in. More than most even realize!

One of the most important keys to interpreting Bible prophecy is to remember that it revolves around God…Israel…and Israel’s Messiah…Jesus Christ. I see many making the mistake of trying to “interpret the prophecies” by the “signs”, rather than “interpreting the signs” by the “prophecies”. I didn’t really think about that until I responded to a comment I received from a man who believes we are already in the “tribulation” prophesied in Revelation 6–18. He is making that exact mistake which is terribly heartbreaking. He’s seeing “signs” and then is looking for “prophecies” to match them. In doing so he is misinterpreting Bible prophecy. And, as a result, [in his own words], he’s living in daily torment as he sincerely believes many have been deceived and have unwittingly received the “mark of the beast”, [which seals the eternal fate—to hell— of those who receive it] from Revelation 13 [which has not yet been implemented]. I don’t know if he is telling individuals that they now have no chance of being saved, [referring to those in some countries, who are already using a monetary system that involves them being “scanned” in some way, with a chip in their body, but the implications are horrific if he is!] Telling people that they are now condemned to hell, when in fact they are NOT… and telling them they have received a “mark” that isn’t even yet the “mark” of Revelation 13 is…well…just unimaginable. :('",1 maand geleden,ResidentArtist0,UCS2uAHxvgFuYHlDhgAh2qEw,0,https://yt3.ggpht.com/ytc/AKedOLT1xXScOqPQt18uwIsBxtfU4uqYaj7ryk4CzMcrW5XgM_qYjImXAPqaaJIKNKzU=s176-c-k-c0x00ffffff-no-rj,0.0
UgxRJX8Kd_wm6Q4fxk14AaABAg.9UgUDTdBg5L9UgUtsXvDpM,"When we misinterpret one Scripture it usually snowballs into others as well, and the result can be devastating in our lives…and the lives of those we influence! :( Although the signs of the times are all around us, the “current” signs are all “pre-tribulation” signs pointing to a specific timeframe that will be unmistakable when it begins. Signs that are screaming…”Look up! Your redemption is near!” [For those who know Christ.] And, “Repent, Jesus is coming!” [For those who don’t know Christ yet.] :(

The book of Revelation is casting a long dark shadow over our world right now, but the prophecies of that book have not yet started. When they do people will KNOW it. The tribulation has a starting point that many don’t realize. And it’s not found in the book of Revelation. Yes, there are 4 “horsemen” who are “sent out” in Revelation 6…early in the “tribulation”, but, as I mentioned many are already misinterpreting current events as matching up with those “apocalyptic” prophecies, and they have NOT yet started their fulfillment, because the “trigger” event for the beginning of the tribulation, or “70th week of Daniel” has not yet occurred.

What we must do is look at the “prophecies”, and then wait and watch for them to be fulfilled. The “tribulation”, as it is called by most who know anything about Bible prophecy is a very specific “timeframe”. That timeframe is not revealed fully in Revelation. We know it “ends” with the Second Coming of Christ prophesied in Revelation 19, but Revelation doesn’t give us a telling, specific, clearly identifiable “event” that “starts” the “tribulation.” To find that “trigger” we have to go backward in God’s word…to the Old Testament…and the book of Daniel. And there we find the “reason” for the judgments/prophecies in Revelation…and the “trigger” that starts them. Again, it’s all about Israel and God and Messiah. And with the Daniel prophecy added to the Revelation 19 prophecy we’re given “bookend prophecies” that contain…within them…all the prophecies from Revelation 6–19 and more. Not knowing that “left end” bookend causes a lot of confusion…and a lot of misinterpretation of Scripture. :( First…the “reason” for the soon coming 7 years of judgment. Found in Daniel 9:24.

Daniel 9:24: “Seventy ‘sevens’ are decreed for your people and your holy city to finish transgression, to put an end to sin, to atone for wickedness, to bring in everlasting righteousness, to seal up vision and prophecy and to anoint the most holy.”

That verse gives us the “reason” for the judgments prophesied in the book of Revelation. The “Seventy ‘sevens’” is 70 sets of 7 year periods for a total of 490 years. We know from verses 25 and 26 that “sixty-two ‘sevens’ and “seven ‘sevens’” have already been fulfilled for a total of “sixty-nine ‘sevens’”, or 69 sets of “7 year periods” for a total of 483 years of the 490 fulfilled. The study of that, and prophetic fulfillment of those timeframes is pretty involved, and is far more than anyone could post on here, but if you want to do a deeper study on it I would recommend the book, “The Book of Daniel” by Clarence Larkin. It’s a little over my head, as I’m not the “scholarly” type, but it’s thorough for sure!

The break down of Daniel 9:25–26, among other things, actually gives us the timing of the first coming of Christ, up to His violent death [the crucifixion] and the destruction of the Jewish temple in 70 A.D. around 40 years later . The prophetic word is a phenomenal gift the Lord has given us, as He reveals to His children what He is going to do…before He does it…so we can be fully prepared…and prepare others.

This prophecy was given over 500 years before the birth of Christ. The parenthesis will actually give the “dates” that each part of the verse is referring to. By calculating this “prophecy” the religious leaders during the days of Jesus could have been 100% certain Christ was the Messiah, or “Anointed One” Scripture had told them of. But, as Jesus told them in Matthew 16:2: “When evening comes, you say, ‘It will be fair weather, for the sky is red,’ and in the morning, ‘Today it will be stormy, for the sky is red and overcast.’ You know how to interpret the appearance of the sky, but you cannot interpret the signs of the times.” What “signs” were they missing? Well, nearly 200 Messianic verses from the OT that told them exactly what to watch for. One of which, as I mentioned, actually gave them the date for the fulfillment of Zechariah 9:9: Rejoice greatly, O Daughter of Zion! Shout, Daughter of Jerusalem! See, your King comes to you, righteous and having salvation, gentle and riding on a donkey, on a colt, the foal of a donkey.

Daniel 9:25- “Know and understand this: From the issuing of the decree to restore and rebuild Jerusalem [we find this in Nehemiah Ch. 2…March 5, 444 B.C.] until the Anointed One, [Messiah] the ruler, comes, there will be seven ‘sevens,’ and sixty-two ‘sevens.’ [It was 7X7 yrs (or 49 yrs.) for the city to be rebuilt and then another 62X7 yrs. (or 434 yrs, keeping in mind the Jewish calendar is 360 day years) til Messiah would come.) So, from March 5, 444 B.C. we’re told 483 years will pass before Messiah comes. What date does that take us to? Adding 173,880 days to March 5,444 B.C. takes us to March 30 A.D. 33. The exact day Christ rode into Jerusalem on the donkey as the prophecy in Zechariah foretold. A few days prior to His crucifixion. Now you may not find that to be phenomenal. But, I do! And moving on to Daniel 9:26 we see: After the sixty-two ‘sevens’, the Anointed One will be cut-off [which according to Strong’s concordance refers to a “violent death”] and will have nothing. Violent death? Yep…that pretty much covers it. :( The people of the ruler who will come will destroy the city and the sanctuary. [This is referencing the destruction of the city and temple in 70 AD by the Romans some 37 yrs. later.] So, at the end of this portion of Scripture, 69 of the 70 weeks are fulfilled.

All we have left then is the final week. The “70th of the ’70 weeks’”. 69 were fulfilled prior to the death and resurrection of Christ. One is left. The final 7 years of God’s 490 years of “decreed” prophecies/judgments for Israel as recorded in Daniel 9:24. So, again, when Christ was crucified, [cut off—in v.26a] the first 69 ‘7 yr periods’ decreed were completed. Remember this prophecy is specifically for the Jewish people. No one else. Not the church. Not the world. The Jewish people only. Daniel is told these 490 years are decreed for “his people.”

So, at the completion of the ‘69th 7-yr period’ Israel had rejected her Messiah…and the Lord’s “focus” on the Jews turned to the “church.” The Biblical “church age” began…and those who repented of their sins and placed their faith in Israel’s Messiah [Jew and Gentile alike…have been saved, as God has not “rejected” his people, but they have only been “blinded” for a time because of the hardness of their hearts and their rejection of Jesus].

[Please note: I am NOT saying that God has “rejected” Israel as is purported in some heretical teachings. God’s covenant with Israel, through Abraham, is an “everlasting” covenant. Period. They are and always have been His chosen people…since the book of Genesis, and His focus will turn fully towards them once again in the very near future. It would be good for those who think God rejected His people after they rejected Christ as Messiah, to remember that even now, we are in the prophetic “end days” because of fulfilled prophecies that involve Israel. Specifically their resurrection as a nation, foretold in Ezekiel 36 and 37 and more, which started the “end day” generational clock ticking.]

Because the 490 year “decreed” timeclock stopped 3 days prior to the crucifixion of Messiah…with 7 years remaining to be fulfilled…those last 7 years have been waiting…and waiting…for their fulfillment as well. And now, nearly 2,000 yrs. later, the “70th week of Daniel” is “at the door.” We find a short description of that final week in Daniel 9:27: He [the Antichrist] will confirm a covenant with many for one ‘seven.’ In the middle of the ‘seven’ he will put an end to sacrifice and offering. And on a wing of the temple he will set up an abomination that causes desolation, until the end that is decreed is poured out on him.”

This verse tells us what “starts” the final “decreed” 7-year period from the prophecy in Daniel 24. So, while most know the “right bookend” prophecy for the tribulation, the Second Coming of Christ from Revelation 19, we find here that “left bookend” prophecy I mentioned earlier that triggers the start of the tribulation. A 7-yr “covenant” that the Antichrist confirms with many. The “confirms” verbiage here speaks of his “strengthening” or “improving on” a covenant that is already in place. Perhaps the
Abraham Accords? I don’t know, but I believe this ‘covenant’ will fall at the end of the soon coming Ezekiel 38/39 war when Russia, Iran, Turkey, Libya and Sudan come against Israel. We do know this: Israel’s ability to rebuild their temple will be a part of this long-awaited prophetic covenant",1 maand geleden,ResidentArtist0,UCS2uAHxvgFuYHlDhgAh2qEw,0,https://yt3.ggpht.com/ytc/AKedOLT1xXScOqPQt18uwIsBxtfU4uqYaj7ryk4CzMcrW5XgM_qYjImXAPqaaJIKNKzU=s176-c-k-c0x00ffffff-no-rj,0.0
UgxRJX8Kd_wm6Q4fxk14AaABAg.9UgUDTdBg5L9UgVAqNiDmL,"Jesus said in John 5:43- “I have come in my Father’s name, and you do not accept me; but if someone else comes in his own name, you will accept him.”

In short, this “someone” that Jesus warned us of is the “he” that will “confirm the 7-yr covenant” from Daniel 9:27. And as the decreed final 7-yr period starts with the swipe of a pen, and the signing of a covenant between Israel and “many” we find the Jewish people at the “center” of prophecy once again. And the final 7-yrs from Daniel 9:24 begins. Having rejected their Messiah 2,000 yrs earlier, we will find them “receiving” one who comes in his own name [on his own behalf rather than on God’s behalf]. The Biblical “Antichrist, Lawless One or Beast” as he is referred to throughout Scripture.

This great deceiver [a man indwelt and empowered by Satan himself], will convince the Jewish people he is their long-awaited Messiah…and for the first 3.5 years of his “covenant”, even as prophetic judgments from Revelation are beginning to fall upon the earth, they’ll think he’s the greatest thing that ever happened to them as he makes it possible for them to rebuild their temple and reimplement their Old Testament sacrificial system. They have been waiting for this moment…and they are ready. All that they need…they have. Everything but the piece of land the temple will be rebuilt on. The Antichrist will provide this with the covenant. When the pen of the Antichrist hits that paper these things happen.

1. The identity of the Antichrist is revealed. He has pen in hand.

2. The tribulation or 70th week of Daniel begins. [They are one and the same 7-yr period.]

3. The identity of the rider of the white horse in Revelation 6 is now known, as the Antichrist rides out as a conqueror bent on conquest, as the first seal judgment is opened.

4. Those who are paying attention, and who have some Biblical knowledge at that time can count 2,520 days forward and pinpoint the exact day of the Second Coming of Christ for the battle of Armageddon.

5. They can also count forward 1,260 days and know the exact day the Antichrist will waltz into the newly rebuilt temple and proclaim to be God. Those who are aware of this prophetic event…that are Jewish…can get a head start on “fleeing into the mountains”, as they are instructed to do in Matthew 24:15–16.

So, now, with the signing of the 7-yr “covenant,” putting the Jews at the forefront of prophecy again…and their final 7 years of decreed prophecies/judgments beginning their fulfillment the world will find itself in the pages of the book of Revelation. Most refer to this “70th week of Daniel” as the “tribulation”. And if you’ve ever read the book of Revelation then you know why. Of those who enter that final 7 years of Daniel’s decreed 490 years, only 1/3 will still be alive at the end of it. During the first 3.5 yrs. alone 1/4 of the earth’s population will die from war, famine, wild beasts, and pestilence. It’s going to get worse. Much, much worse.

But, praise God, there will be those who will escape this coming time of judgment. They will be removed from the earth prior to the start of that coming Ezekiel war and the covenant that ends it. We’re running out of time…and God’s prophecies [nearly 1/3 of His inspired word] will all be fulfilled. Many within, I believe, the next 7 to 8 years as we are currently 72 yrs. into the prophetic “end days.” I pray you’ll consider what God’s word has to say about what we are going through now…and what is just around the corner. There is much, much more to it than just this, but the study of “end day” prophecies involves most of Scripture…and it is impossible to share it all here.

With the recent Israel/Gaza war…and now the drastic change in Israel’s governance just around the corner I believe it is growing more and more clear that the Ezekiel 38 war is imminent. I say that because I want to simply remind you of this: the rapture precedes that war. Jesus is coming folks…whether we’re ready or not! Are you ready? I pray that you are…",1 maand geleden,ResidentArtist0,UCS2uAHxvgFuYHlDhgAh2qEw,0,https://yt3.ggpht.com/ytc/AKedOLT1xXScOqPQt18uwIsBxtfU4uqYaj7ryk4CzMcrW5XgM_qYjImXAPqaaJIKNKzU=s176-c-k-c0x00ffffff-no-rj,0.0
UgxRJX8Kd_wm6Q4fxk14AaABAg.9UgUDTdBg5L9UgXWaX2B-8,Man there's some weird people on the internet,1 maand geleden,Kimo,UCL6MOlMzTZv-aP1odeMo5Jg,0,https://yt3.ggpht.com/ytc/AKedOLT5RZh1IiZPWE5fAZAuC7LvSAsidwithItcjA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg.9UgUCJjXBBA9Uhxr0nSlw1,He’s certainly pretty enough for the title,1 maand geleden,Ace Healer,UCfiJ7_HJLLF82NwtHTh78tg,126,https://yt3.ggpht.com/ytc/AKedOLQVwg6lO9zem8_zQz3HXhW9KRKyRTXFRj_DTFf0=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg.9UgUCJjXBBA9UibIX3lwlC,Wait what ? Albedo only used cryo I don't know where you see pyro Bennett is the only pyro user there,1 maand geleden,Lew,UCl7Z04zVsEqYzI5cHudf7DA,64,https://yt3.ggpht.com/ytc/AKedOLSNEhCLyqcl15o-kGByUH_CAqpvAXPWt6q2uHF3=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg.9UgUCJjXBBA9Uj-N4G2sY4, @Lew  Amber.,1 maand geleden,I'm not a simp shut up,UCPZAvT51cYXQOufrCGdiooQ,62,https://yt3.ggpht.com/8sS4-MWzmeeR5CygvvMLf_jTpCzw5iOj-tJJ2wwWcJyOOzJVjFJvhAtCASrPP3TBLm-KKHUv=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg.9UgUCJjXBBA9UkL8CbuLEq," @I'm not a simp shut up  The way you sounded so serious when you said ""Amber.""",1 maand geleden,Kaito Sasaki,UCSGF_NIDl63ENbGCSIN0vkQ,47,https://yt3.ggpht.com/ytc/AKedOLQkx7C6g-Cl-KTmS8Vr5CbNunaT5Uj0g55RpkjAtU0jXKAlHQ-vLVIMh-tkIB2A=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg.9UgUCJjXBBA9UkvHuo_6O3, @Kaito Sasaki  A m b e r .,1 maand geleden,GameGirl872,UCP_JQey_EFOskUW665E5YDg,29,https://yt3.ggpht.com/ytc/AKedOLR2cWdSR6AgNnmL6TNHWGkmjJ0WnVCCJbV2d3OV=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg.9UgUCJjXBBA9UnMR0f8VqF,Lmaoo,1 maand geleden,kiyomi,UCwqdfzZsnVTWfZNfsd66CBA,0,https://yt3.ggpht.com/ytc/AKedOLSB2wyAeVIUM2suppbcRO_wNz4GFWsLQpZRfYbLGA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg.9UgUCJjXBBA9Uq6Ae0wr-M,WHAT,4 weken geleden,Xiaorip,UCyTL7qB20Fv7yX-RNkOIMNA,0,https://yt3.ggpht.com/TAg_8POVuPOnXExAkC3svqAmbs-tHzvM8IsA83dwZyCf3peBFWxRE5XA_DbpGRhXTIEh-tLS=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg.9UgUCJjXBBA9UqbF8mmtpC,Albedo only used cyro.,4 weken geleden,DragonDemonicStealth,UCAgjCXhnlRVu2flx1xK1TjQ,1,https://yt3.ggpht.com/RxOv6eUDYL6ldZNwyDv4QPpjcWRN4eMZyB628FzQ69tgAuOwYxF-NOVhSz5UaXz_bIq4XjIYeQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg.9UgUCJjXBBA9UrY6IAw4EZ, @GameGirl872  Lol yamete,4 weken geleden,Kaito Sasaki,UCSGF_NIDl63ENbGCSIN0vkQ,0,https://yt3.ggpht.com/ytc/AKedOLQkx7C6g-Cl-KTmS8Vr5CbNunaT5Uj0g55RpkjAtU0jXKAlHQ-vLVIMh-tkIB2A=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz_NoHCMiJG7OKyldp4AaABAg.9UgUCJjXBBA9Ura2mPBTWU,He reminded me of Tartaglia. He’s still probably gonna have one element in the game when you play him though. Like Tartaglia.,4 weken geleden,twix Luigi,UCAVThNrfDGhG6txzuGu-fUA,1,https://yt3.ggpht.com/ytc/AKedOLR11lHMR6_7MhwViXieSVZxStGj7RUk1jpAaB6YJQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw8ia8q9mPG9V00Erx4AaABAg,Zhongli:I will have order,1 maand geleden,Yt민이,UCMzjpmKmudHfcApAgOMvk1A,0,https://yt3.ggpht.com/RQYkm1Lo57Z18akW1HyP2BSkXgK30COPaJRT1QXOePtwzKj7cG1RApLK5H6zHXxeMk8MjZjWeg=s176-c-k-c0x00ffffff-no-rj,0.0
UgzpQMhU341wP1rDaU54AaABAg,2:09 VENTI,1 maand geleden,Derp Fox,UC_wI3n8_s5IxqFSA6uKCMgA,0,https://yt3.ggpht.com/ytc/AKedOLS__jA-IR-DeNSTAu7I9Oq8POuVUUBoY52wro3WAg=s176-c-k-c0x00ffffff-no-rj,0.0
UgyvgP68PPUmxNzD4Bx4AaABAg,Benny's adventure team assemble :),1 maand geleden,Jagadesh Kumar,UCpoWsAmvAmrX0IupGWa7zvg,0,https://yt3.ggpht.com/ytc/AKedOLQ7cIzEvkJxsSUROcyFD8K1lM3jOhwlEr9ZUt5e-g=s176-c-k-c0x00ffffff-no-rj,0.0
UgysnjoZ3Z_byxt-7sV4AaABAg,oh lord do i hav to go back to drangonspine again!!!!! but anything for albedo,1 maand geleden,Jamie Sweet,UCL9CuoM33kWfsVmeQLVgmng,0,https://yt3.ggpht.com/ytc/AKedOLQOmj4Vq2IClM8thcPzOh2qWCy8iGFP-y3i3AS2=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw5UIalld7BdZX74mp4AaABAg,"Ngl Albedo and Khoi are like complete opposites, it’s hilarious 😭",1 maand geleden,Andi Is scared of open doors,UCjzdtIKz-eZEtSWwr6QpQ_w,0,https://yt3.ggpht.com/ytc/AKedOLQHItEpCPiQH-jToE9-b2Yzsqtf1SMrJtW55Hvk7w=s176-c-k-c0x00ffffff-no-rj,0.0
UgyVIdfEsMDHaxBy-wJ4AaABAg,BENNETT MY BELOVED,1 maand geleden (bewerkt),drunk,UCuBCUih9uq_9ubNQCyblf0Q,0,https://yt3.ggpht.com/ytc/AKedOLS8MxGSuY_XwBbqJch8kR9VDE8zPyF_xLWNSHFrSw=s176-c-k-c0x00ffffff-no-rj,0.0
UgzJP_EyVZiGSMA0qmF4AaABAg,gorou soundin a lot like deku,1 maand geleden,1006 !,UCQaj7RYPsFrJHzak9oDlv9A,0,https://yt3.ggpht.com/ytc/AKedOLQi491nhYxmgIwOzsVMO-5VQLkIJMNtd79X8zUSqQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgzASW3-Lozgoui0vsp4AaABAg,"ALBEDO TOOK EULA'S VISION
THATS WHY HE HAS CRYO POWERS-
HE TOOK HER VIIOSN AND USED ALCHEMY ON THE VISION OR SOMETHING LIKE THAT SO HE CAN USE IT
THATS WHY EULA SAID ""WHAT THE DEVIL DO YOU THINK YOU WERE DOING"", SHE WAS TALKING ABOUT HER VISION
THATS WHY WHEN THEY ALL GATHERED IN BENNET'S HER VISION IS MISSING FROM HER DANCY FEATHER VISION HOLDER THING ON HER SHOULDER YOU CAN SEE IT MISSING
AND I OMG 
i need to calm down in so escited
the lore- the story-",1 maand geleden,Chicken,UCY4qPoGH2hQ7YPFgmKI4SvQ,0,https://yt3.ggpht.com/F61S6DavnEGTEqLcP0nlGKpHvibPIZh8dw6raVGyt3OTuGlnIVbuvJMig4GTkm9C3C6RQiqx-ng=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz6H5GEfwipHa9vWj54AaABAg,Yoooo!!! Finally Benny's Adventure Team is back!!!!,1 maand geleden,kanon951,UC4tpYN-A8Kj4p7mX6Ngp_ng,0,https://yt3.ggpht.com/ytc/AKedOLTtd2OiLOJ7iQrvrpwQqFjGDoYYQWXvq8zX0g=s176-c-k-c0x00ffffff-no-rj,0.0
Ugyaxd4i6cPYvdiktnp4AaABAg,"""If one day, I lose control... Destroy Mondstadt.... Destroy everything... Can I rely on you to stop me?""",1 maand geleden,Iron Juan,UC-rqjeb8A60M7p1Nz8TThMg,0,https://yt3.ggpht.com/ytc/AKedOLQna7ofYQS2Og4kqDLj0WIh4nA4b97FPmWVntOviA=s176-c-k-c0x00ffffff-no-rj,0.0
